name,date_scraped,check_in,check_out,adults,rooms,address,lat,lon,provider,reviews,rating,price,range,amenities,tripadvisor rank,star rating,url
New York Hilton Midtown,2017-11-01,12/9/2017,12/10/2017,2,1,"1335 Avenue of the Americas, 6th Avenue at 54th Street, New York City, NY 10019-6078",40.764509,-73.9830100113548,HotelsClick,"10,504",3.5,406,230-626,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",323,4.0 Star Hotel,/Hotel_Review-g60763-d611947-Reviews-New_York_Hilton_Midtown-New_York_City_New_York.html
Millennium Broadway New York Times Square,2017-11-01,12/9/2017,12/10/2017,2,1,"145 West 44th street, New York City, NY 10036-4012",,,AMOMA,"5,390",4,414,198-555,"['Restaurant', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",280,4.0 Star Hotel,/Hotel_Review-g60763-d93486-Reviews-Millennium_Broadway_New_York_Times_Square-New_York_City_New_York.html
Hotel Beacon,2017-11-01,12/9/2017,12/10/2017,2,1,"2130 Broadway at 75th Street, New York City, NY 10023",40.7806418,-73.9810865,AMOMA,"3,665",4.5,394,178-677,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",63,4.0 Star Hotel,/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html
Crowne Plaza Times Square Manhattan,2017-11-01,12/9/2017,12/10/2017,2,1,"1605 Broadway, between 48th and 49th Street, New York City, NY 10019-7406",40.7605958,-73.9851251622706,Cancelon,"9,780",4,589,189-578,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Pool', 'Free Internet', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar/Lounge', 'Indoor pool']",195,4.0 Star Hotel,/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html
Hilton Garden Inn New York/Midtown Park Ave,2017-11-01,12/9/2017,12/10/2017,2,1,"45 E 33rd St, New York City, NY 10016-5336",,,GardenInn.com,"1,088",4.5,469,153-516,"['Free Internet', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Room Service', 'Dry Cleaning', 'Concierge', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",137,3.5 Star Hotel,/Hotel_Review-g60763-d6510520-Reviews-Hilton_Garden_Inn_New_York_Midtown_Park_Ave-New_York_City_New_York.html
Dream Downtown,2017-11-01,12/9/2017,12/10/2017,2,1,"355 West 16th Street, Near 9th Ave, New York City, NY 10011-5902",40.7422931,-74.0033025513301,Expedia.com,"3,612",4.5,425,264-590,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Room Service', 'Bar/Lounge', 'Room Service', 'Children Activities (Kid / Family Friendly)', 'Airport Transportation', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Minibar', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Pool', 'Bar/Lounge', 'Heated pool', 'Outdoor pool']",134,4.5 Star Hotel,/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html
The Westin New York at Times Square,2017-11-01,12/9/2017,12/10/2017,2,1,"270 West 43rd Street, At 8th Avenue, New York City, NY 10036-3912",40.75743635,-73.9890711755428,Booking.com,"2,679",4,584,240-656,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Pool', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Pool']",176,4.5 Star Hotel,/Hotel_Review-g60763-d249712-Reviews-The_Westin_New_York_at_Times_Square-New_York_City_New_York.html
Millennium Hilton New York One UN Plaza,2017-11-01,12/9/2017,12/10/2017,2,1,"One United Nations Plaza, 44th Street, New York City, NY 10017-3515",,,Priceline,368,4,459,204-615,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Indoor pool']",182,4.0 Star Hotel,/Hotel_Review-g60763-d209382-Reviews-Millennium_Hilton_New_York_One_UN_Plaza-New_York_City_New_York.html
"The Standard, East Village",2017-11-01,12/9/2017,12/10/2017,2,1,"25 Cooper Sq, New York City, NY 10003-7107",40.727834,-73.9907398,Priceline,711,4.5,449,299-615,"['Room Service', 'Restaurant', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Minibar', 'Restaurant']",205,4.0 Star Hotel,/Hotel_Review-g60763-d1149402-Reviews-The_Standard_East_Village-New_York_City_New_York.html
Omni Berkshire Place,2017-11-01,12/9/2017,12/10/2017,2,1,"21 E 52nd St, at Madison Ave, New York City, NY 10022-5389",40.7593126,-73.9748883,Booking.com,"3,986",4.5,521,255-716,"['Restaurant', 'Room Service', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Free Internet', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",98,4.5 Star Hotel,/Hotel_Review-g60763-d113300-Reviews-Omni_Berkshire_Place-New_York_City_New_York.html
The Jewel facing Rockefeller Center,2017-11-01,12/9/2017,12/10/2017,2,1,"11 West 51 Street, New York City, NY 10019-6994",,,Booking.com,"1,919",4.5,440,152-521,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Concierge', 'Breakfast Available', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",99,4.0 Star Hotel,/Hotel_Review-g60763-d1913413-Reviews-The_Jewel_facing_Rockefeller_Center-New_York_City_New_York.html
Hotel Edison Times Square,2017-11-01,12/9/2017,12/10/2017,2,1,"228 West 47th Street, Between Broadway and 8 Avenue, New York City, NY 10036-1401",,,HotelQuickly,"9,819",3.5,320,146-453,"['Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Business Center with Internet Access', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",308,3.5 Star Hotel,/Hotel_Review-g60763-d93437-Reviews-Hotel_Edison_Times_Square-New_York_City_New_York.html
Hotel Mela,2017-11-01,12/9/2017,12/10/2017,2,1,"120 West 44th St, New York City, NY 10036-4050",4.961497,9.9268411,Elvoline,"4,112",4,529,165-419,"['Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Restaurant', 'Room Service', 'Dry Cleaning', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Minibar', 'Fitness Center with Gym / Workout Room', 'Restaurant']",270,4.0 Star Hotel,/Hotel_Review-g60763-d612263-Reviews-Hotel_Mela-New_York_City_New_York.html
La Quinta Inn & Suites Far Rockaway - JFK Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"4317 Rockaway Beach Blvd, Far Rockaway, NY 11691-1204",,,La Quinta,67,3.5,149,135-197,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Shuttle Bus Service', 'Air Conditioning', 'Refrigerator in room']",1,2.5 Star Hotel,/Hotel_Review-g47702-d8729832-Reviews-La_Quinta_Inn_Suites_Far_Rockaway_JFK_Airport-Far_Rockaway_Queens_New_York.html
La Quinta Inn & Suites Brooklyn East,2017-11-07,2017-12-09,2017-12-10,2,1,"1412 Pitkin Ave, Brooklyn, NY 11233-5110",40.6687084,-73.9929944111835,Booking.com,43,4,199,173-301,['Free High Speed Internet ( WiFi )'],31,2.5 Star Hotel,/Hotel_Review-g60827-d8595091-Reviews-La_Quinta_Inn_Suites_Brooklyn_East-Brooklyn_New_York.html
Home2 Suites by Hilton New York Long Island City/ Manhattan View,2017-11-07,2017-12-09,2017-12-10,2,1,"39-06 30th St, Long Island City, NY 11101-2806",,,,"1,088",4.5,,166-348,"['Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Breakfast included', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Children Activities (Kid / Family Friendly)', 'Concierge', 'Conference Facilities', 'Breakfast Available', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room']",1,2.5 Star Hotel,/Hotel_Review-g48080-d6002536-Reviews-Home2_Suites_by_Hilton_New_York_Long_Island_City_Manhattan_View-Long_Island_City_Queens.html
Best Western JFK Airport Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"14425 153rd Ln, Jamaica, NY 11434-4203",,,BestWestern.com,915,3.5,184,153-261,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Shuttle Bus Service', 'Airport Transportation', 'Breakfast included', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Fitness Center with Gym / Workout Room']",6,2.5 Star Hotel,/Hotel_Review-g47962-d268513-Reviews-Best_Western_JFK_Airport_Hotel-Jamaica_Queens_New_York.html
DoubleTree by Hilton Hotel Nanuet,2017-11-07,2017-12-09,2017-12-10,2,1,"425 E Route 59, Nanuet, NY 10954-2908",,,Doubletree.com,457,4.5,127,111-204,"['Pool', 'Room Service', 'Free Parking', 'Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free Parking', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Banquet Room', 'Conference Facilities', 'Dry Cleaning', 'Self-Serve Laundry', 'Air Conditioning', 'Pool', 'Restaurant', 'Bar/Lounge', 'Hot Tub', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g48224-d8277068-Reviews-DoubleTree_by_Hilton_Hotel_Nanuet-Nanuet_New_York.html
Wyndham Garden Brooklyn Sunset Park,2017-11-07,2017-12-09,2017-12-10,2,1,"457 39th St, Brooklyn, NY 11232-2909",40.6516487,-74.0042811,AMOMA,246,4,235,147-319,"['Restaurant', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Room Service', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Refrigerator in room', 'Microwave', 'Restaurant', 'Bar/Lounge']",21,4.0 Star Hotel,/Hotel_Review-g60827-d8355861-Reviews-Wyndham_Garden_Brooklyn_Sunset_Park-Brooklyn_New_York.html
Marco LaGuardia Hotel by Lexington,2017-11-07,2017-12-09,2017-12-10,2,1,"13707 Northern Blvd, Flushing, NY 11354-4116",,,Booking.com,434,4,179,183-285,"['Restaurant', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Room Service', 'Bar/Lounge', 'Business Center with Internet Access', 'Shuttle Bus Service', 'Airport Transportation', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Room Service', 'Dry Cleaning', 'Self-Serve Laundry', 'Conference Facilities', 'Air Conditioning', 'Microwave', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge']",4,3.5 Star Hotel,/Hotel_Review-g47729-d601474-Reviews-Marco_LaGuardia_Hotel_by_Lexington-Flushing_Queens_New_York.html
Hampton Inn & Suites Newark-Harrison-Riverwalk,2017-11-07,2017-12-09,2017-12-10,2,1,"100 Passaic Ave, Harrison, NJ 07029-1318",,,Hampton.com,979,4.5,144,134-221,"['Pool', 'Free Parking', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Bar/Lounge', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Shuttle Bus Service', 'Airport Transportation', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Conference Facilities', 'Dry Cleaning', 'Banquet Room', 'Self-Serve Laundry', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool', 'Bar/Lounge']",1,2.5 Star Hotel,/Hotel_Review-g46494-d523919-Reviews-Hampton_Inn_Suites_Newark_Harrison_Riverwalk-Harrison_New_Jersey.html
Avenue Plaza Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"4624 13th Ave, Brooklyn, NY 11219-2630",39.1532201,-0.4373629,,47,4.5,,230-552,"['Free High Speed Internet ( WiFi )', 'Dry Cleaning', 'Laundry Service', 'Air Conditioning', 'Refrigerator in room']",35,3.0 Star Hotel,/Hotel_Review-g60827-d1529213-Reviews-Avenue_Plaza_Hotel-Brooklyn_New_York.html
Holiday Inn Express At JFK,2017-11-07,2017-12-09,2017-12-10,2,1,"15370 S Conduit Ave, Jamaica, NY 11434-4237",,,Expedia.com,895,3.5,190,171-274,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Shuttle Bus Service', 'Airport Transportation', 'Breakfast included', 'Laundry Service', 'Multilingual Staff', 'Dry Cleaning', 'Fitness Center with Gym / Workout Room']",11,2.5 Star Hotel,/Hotel_Review-g47962-d266059-Reviews-Holiday_Inn_Express_At_JFK-Jamaica_Queens_New_York.html
Holiday Inn Express LaGuardia Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"113-10 Horace Harding Expressway, Flushing, NY 11368",,,Booking.com,249,4,219,207-285,"['Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Shuttle Bus Service', 'Breakfast included', 'Multilingual Staff', 'Dry Cleaning', 'Business Center with Internet Access', 'Laundry Service', 'Concierge', 'Fitness Center with Gym / Workout Room', 'Tennis Court']",8,2.5 Star Hotel,/Hotel_Review-g47729-d75804-Reviews-Holiday_Inn_Express_LaGuardia_Airport-Flushing_Queens_New_York.html
Shkolnick Motel,2017-11-07,2017-12-09,2017-12-10,2,1,"273 Avenue P, Brooklyn, NY 11204-4152",,,,0,-1,,,"['11 ', 'United States >', 'New York >', 'Brooklyn ']",,,/Hotel_Review-g60827-d1638724-Reviews-Shkolnick_Motel-Brooklyn_New_York.html
Crowne Plaza JFK Airport New York City,2017-11-07,2017-12-09,2017-12-10,2,1,"13810 135th Ave, Jamaica, NY 11436-2102",,,Booking.com,736,4,211,179-282,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Restaurant', 'Bar/Lounge', 'Free Parking', 'Shuttle Bus Service', 'Room Service', 'Airport Transportation', 'Business Center with Internet Access', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Banquet Room', 'Multilingual Staff', 'Conference Facilities', 'Air Conditioning', 'Refrigerator in room', 'Fitness Center with Gym / Workout Room', 'Restaurant', 'Bar/Lounge']",5,3.5 Star Hotel,/Hotel_Review-g47962-d4786615-Reviews-Crowne_Plaza_JFK_Airport_New_York_City-Jamaica_Queens_New_York.html
Comfort Inn JFK Airport,2017-11-07,2017-12-09,2017-12-10,2,1,"14436 153rd Ln, Jamaica, NY 11434-4204",,,Orbitz.com,310,3,,89-199,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Shuttle Bus Service', 'Breakfast included', 'Airport Transportation', 'Business Center with Internet Access']",15,2.0 Star Hotel,/Hotel_Review-g47962-d99465-Reviews-Comfort_Inn_JFK_Airport-Jamaica_Queens_New_York.html
Best Western Queens Court Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"13351 39th Ave, Flushing, NY 11354-4432",,,BestWestern.com,222,3.5,130,130-215,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Breakfast included', 'Room Service', 'Meeting Rooms', 'Fitness Center with Gym / Workout Room']",12,2.5 Star Hotel,/Hotel_Review-g47729-d249780-Reviews-Best_Western_Queens_Court_Hotel-Flushing_Queens_New_York.html
Super 8 Bronx,2017-11-07,2017-12-09,2017-12-10,2,1,"1145 Southern Blvd, Bronx, NY 10459-1901",40.9019774,-73.8470004,,136,4,,137-151,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Room Service', 'Breakfast included', 'Room Service']",4,2.0 Star Hotel,/Hotel_Review-g47369-d6786687-Reviews-Super_8_Bronx-Bronx_New_York.html
Howard Johnson Bronx Near Stadium,2017-11-07,2017-12-09,2017-12-10,2,1,"1300 Sedgwick Ave, Bronx, NY 10452-1417",,,,191,3,,,"['Free Parking', 'Breakfast included', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",10,2.0 Star Hotel,/Hotel_Review-g47369-d601450-Reviews-Howard_Johnson_Bronx_Near_Stadium-Bronx_New_York.html
Red Carpet Inn Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"536 39th Street, Brooklyn, NY 11232-3002",40.6958259,-73.9048403,Orbitz.com,19,2.5,,,"['Free Parking', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Breakfast included', 'Room Service', 'Concierge', 'Air Conditioning', 'Fitness Center with Gym / Workout Room']",59,2.0 Star Hotel,/Hotel_Review-g60827-d2614311-Reviews-Red_Carpet_Inn_Brooklyn-Brooklyn_New_York.html
Sleep Inn Brooklyn Downtown,2017-11-07,2017-12-09,2017-12-10,2,1,"134 22nd St, Brooklyn, NY 11232-1106",,,Hotels.com,200,3.5,152,145-231,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Breakfast Available', 'Business Center with Internet Access', 'Multilingual Staff', 'Fitness Center with Gym / Workout Room']",34,2.5 Star Hotel,/Hotel_Review-g60827-d1732589-Reviews-Sleep_Inn_Brooklyn_Downtown-Brooklyn_New_York.html
Hotel de Point,2017-11-07,2017-12-09,2017-12-10,2,1,"2007 127th St, Flushing, NY 11356-2321",38.72205995,-9.14555801192619,Booking.com,296,4,161,133-325,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Airport Transportation', 'Multilingual Staff', 'Air Conditioning', 'Refrigerator in room']",7,2.5 Star Hotel,/Hotel_Review-g47729-d2725750-Reviews-Hotel_de_Point-Flushing_Queens_New_York.html
Hilton Garden Inn Lakewood,2017-11-07,2017-12-09,2017-12-10,2,1,"1885 Highway 70, Lakewood, NJ 08701-7394",40.0560914,-74.1639545,GardenInn.com,793,4.5,199,130-263,"['Pool', 'Restaurant', 'Free Parking', 'Fitness Center with Gym / Workout Room', 'Room Service', 'Bar/Lounge', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Business Center with Internet Access', 'Room Service', 'Meeting Rooms', 'Laundry Service', 'Banquet Room', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Dry Cleaning', 'Microwave', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Hot Tub', 'Heated pool', 'Indoor pool']",1,3.0 Star Hotel,/Hotel_Review-g46550-d1147051-Reviews-Hilton_Garden_Inn_Lakewood-Lakewood_New_Jersey.html
The Condor Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"56 Franklin Ave, Brooklyn, NY 11205-1504",-25.433935,-49.2575496,Booking.com,"1,022",4.5,213,154-356,"['Free High Speed Internet ( WiFi )', 'Breakfast included', 'Meeting Rooms', 'Multilingual Staff', 'Breakfast included', 'Business Center with Internet Access', 'Breakfast Available', 'Laundry Service', 'Air Conditioning', 'Microwave', 'Refrigerator in room']",14,3.5 Star Hotel,/Hotel_Review-g60827-d1930980-Reviews-The_Condor_Hotel-Brooklyn_New_York.html
New York Marriott at the Brooklyn Bridge,2017-11-07,2017-12-09,2017-12-10,2,1,"333 Adams St, Brooklyn, NY 10036-1520",40.693734,-73.9885263,Marriott Hotels,"2,067",4,332,194-579,"['Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Room Service', 'Business Center with Internet Access', 'Meeting Rooms', 'Dry Cleaning', 'Concierge', 'Banquet Room', 'Conference Facilities', 'Room Service', 'Laundry Service', 'Multilingual Staff', 'Pool', 'Restaurant', 'Fitness Center with Gym / Workout Room', 'Bar/Lounge', 'Hot Tub', 'Indoor pool', 'Heated pool']",13,4.0 Star Hotel,/Hotel_Review-g60827-d99466-Reviews-New_York_Marriott_at_the_Brooklyn_Bridge-Brooklyn_New_York.html
Homewood Suites by Hilton Edgewater - NYC Area,2017-11-07,2017-12-09,2017-12-10,2,1,"10 The Promenade, Edgewater, NJ 07020-2128",,,Homewood,872,4.5,178,173-273,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free Parking', 'Business Center with Internet Access', 'Breakfast included', 'Meeting Rooms', 'Laundry Service', 'Multilingual Staff', 'Conference Facilities', 'Dry Cleaning', 'Concierge', 'Self-Serve Laundry', 'Microwave', 'Fitness Center with Gym / Workout Room', 'Hot Tub']",1,3.0 Star Hotel,/Hotel_Review-g46408-d551012-Reviews-Homewood_Suites_by_Hilton_Edgewater_NYC_Area-Edgewater_New_Jersey.html
Sonesta ES Suites Princeton,2017-11-07,2017-12-09,2017-12-10,2,1,"4375 US Route 1 South, Princeton, NJ 08540",,,Hotwire.com,683,4.5,129,136-216,"['Pool', 'Fitness Center with Gym / Workout Room', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Free Parking', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Dry Cleaning', 'Banquet Room', 'Air Conditioning', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Outdoor pool', 'Hot Tub']",2,3.0 Star Hotel,/Hotel_Review-g46756-d225872-Reviews-Sonesta_ES_Suites_Princeton-Princeton_New_Jersey.html
Howard Johnson Brooklyn,2017-11-07,2017-12-09,2017-12-10,2,1,"524 Rockaway Ave, Brooklyn, NY 11212-5636",34.2420986,-77.8980547,Hotels.com,35,2,,461-873,"['Free Internet', 'Room Service', 'Room Service']",65,2.5 Star Hotel,/Hotel_Review-g60827-d9780743-Reviews-Howard_Johnson_Brooklyn-Brooklyn_New_York.html
Howard Johnson Jamaica NY Near Airtrain JFK,2017-11-07,2017-12-09,2017-12-10,2,1,"13909 Archer Ave, Jamaica, NY 11435-4304",,,TripAdvisor,439,3.5,300,129-574,"['Breakfast included', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Multilingual Staff', 'Air Conditioning']",16,2.5 Star Hotel,/Hotel_Review-g47962-d5443802-Reviews-Howard_Johnson_Jamaica_NY_Near_Airtrain_JFK-Jamaica_Queens_New_York.html
Boro Hotel,2017-11-07,2017-12-09,2017-12-10,2,1,"3828 27th St, 39th Avenue & 38th Avenue, Long Island City, NY 11101-2702",40.7546952,-73.9359441,Booking.com,610,4.5,314,136-337,"['Free High Speed Internet ( WiFi )', 'Restaurant', 'Bar/Lounge', 'Dry Cleaning', 'Meeting Rooms', 'Laundry Service', 'Concierge', 'Multilingual Staff', 'Air Conditioning', 'Microwave', 'Refrigerator in room', 'Restaurant', 'Bar/Lounge']",4,4.5 Star Hotel,/Hotel_Review-g48080-d7792565-Reviews-Boro_Hotel-Long_Island_City_Queens_New_York.html
Hampton Inn & Suites Robbinsville,2017-11-07,2017-12-09,2017-12-10,2,1,"153 W Manor Way, Robbinsville, NJ 08691-2312",,,Booking.com,464,4.5,93,105-181,"['Pool', 'Free Parking', 'Free High Speed Internet ( WiFi )', 'Fitness Center with Gym / Workout Room', 'Breakfast included', 'Free Parking', 'Breakfast included', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Conference Facilities', 'Dry Cleaning', 'Microwave', 'Pool', 'Fitness Center with Gym / Workout Room', 'Heated pool', 'Indoor pool']",1,2.5 Star Hotel,/Hotel_Review-g46781-d5924175-Reviews-Hampton_Inn_Suites_Robbinsville-Robbinsville_New_Jersey.html
Hotel Lynx,2017-11-07,2017-12-09,2017-12-10,2,1,"1420 Atlantic Ave, Brooklyn, NY 11216-2812",38.7731289,-83.4129666,,122,3.5,,109-269,"['Free Parking', 'Free High Speed Internet ( WiFi )', 'Breakfast included', 'Children Activities (Kid / Family Friendly)', 'Free Parking', 'Breakfast included', 'Concierge', 'Multilingual Staff', 'Air Conditioning']",47,2.0 Star Hotel,/Hotel_Review-g60827-d5305555-Reviews-Hotel_Lynx-Brooklyn_New_York.html
Holiday Inn New York JFK Airport Area,2017-11-07,2017-12-09,2017-12-10,2,1,"154-71 Brookville Boulevard Rosedale, Jamaica, NY 11422",,,Booking.com,358,3.5,171,149-258,"['Restaurant', 'Free High Speed Internet ( WiFi )', 'Free Parking', 'Room Service', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room', 'Free Parking', 'Shuttle Bus Service', 'Room Service', 'Dry Cleaning', 'Meeting Rooms', 'Business Center with Internet Access', 'Laundry Service', 'Multilingual Staff', 'Self-Serve Laundry', 'Air Conditioning', 'Restaurant', 'Bar/Lounge', 'Fitness Center with Gym / Workout Room']",12,3.0 Star Hotel,/Hotel_Review-g47962-d4556188-Reviews-Holiday_Inn_New_York_JFK_Airport_Area-Jamaica_Queens_New_York.html
